customer_tweet_id,customer_id,customer_text,response_tweet_id,brand_response,intent
994297,355524,When are you releasing NEWTON movie on prime,994298,We will continue to add new content. Keep checking [LINK] where we highlight the latest movies and 1/2 ^MK,PRODUCT_TECHNICAL
1706569,517197,Ok but what's the solution?,1706571,We'd like to help you on this. May I know if you flagged the concern to our support team here: [LINK] ^BS,PRIME_DIGITAL
2171436,636879,No phone call yet!,2171434,"I understand you frustration, but I don't see that we've received your information in the form provided by AL. Please send us your details when you have the chance. ^GG",GENERAL_COMPLAINT
606113,264050,Amazon site is saying it will arrive on Friday. UPS on the other hand has it as a rescheduled delivery for Monday.,606112,"Hey Liz, if you check the tracking here: [LINK] could you tell me what the latest update has been?^TI",ORDER_MANAGEMENT
255098,176644,"Hey why does it say my package was delivered yesterday (the day it was ""guaranteed"" by) when it wasn't?",255097,"I'm sorry you haven't received your delivery, Liam! Here are some tips that may help:[LINK] ^ML",DELIVERY_TRACKING
2435032,213865,is there a menu on there i cazn go to for this? becuz the remote always stops sending the signal,2435035,"If you've followed all the troubleshooting steps listed on the Help page, and your remote still isn't working, we'd like to troubleshoot it with you in real-time. Please reach us via phone or chat here: [LINK] ^JS",GENERAL_COMPLAINT
2835740,789314,had an email in regards to irregular sign in activity. Is this genuine?,2835739,"Thanks for reaching out today, Chloe! You can find some helpful information here on how to identify whether an e-mail is really from us: [LINK] If you still have questions, please let us know. We're here to help! ^KN",ACCOUNT_SECURITY
1597001,490602,Moi je veut bien les commander si je suis sure de bien les recevoir cette fois ci. Mais comment en être sure ?!,1597002,"C'était une erreur isolée, pas de chance que ça se répète. Et puis nous sommes toujours là pour rectifier le tir si besoin ^KD",GENERAL_COMPLAINT
96830,137135,"Can only imagine what's going on inside warehouses... a majority of the items I've ordered since #BlackFriday2017 arrived with crushed corners (admittedly many were for me 🙄, nbd). Anyone else?",96828,I'm sorry to hear this. Were the contents of your orders damaged? ^GR,GENERAL_COMPLAINT
2678774,720358,Well 1. It was a gift from my mom who lives out in California and 2. I don't own a printer.,2678775,You can set up a gift return by following these steps: [LINK] Request a physical label to be mailed to you.,DELIVERY_TRACKING
2252879,656309,I'm afraid the link is not working [LINK],2252878,"I apologize for the incorrect link, you can reach us here: [LINK] ^NC",REFUND_RETURN
1423804,298336,DO NOT MAKE ME FOOTBALL BETWEEN .IN &amp; .COM. ITS YOUR INTERNAL MATTER HOW COME THE AMOUNT OF RS 711.07 GOT DEDUCTED ON 14TH OCT,1423803,Hi Harsh- We wouldn't have access to your account info from here to get this sorted it is best to speak with us directly. ^NV,GENERAL_COMPLAINT
1350084,434830,"Hi, I don't suppose you'd know how long the 23andme DNA test will be on sale in the amazon UK store? Thnx!",1350083,"Thanks for reaching out to us! We don't have information on how long the sale will be going on, so make sure you get it while you can! ^AH",GENERAL_COMPLAINT
524211,241192,Are the Kindle devices from Amazon Mexico region-free?,524210,"Yes Jorge, but in this case I recommend you to call the Kindle specialist: [LINK] so they can explain you about this configuration. ^JL",PRODUCT_TECHNICAL
2882541,799751,I can't see it anywhere at all.,2882542,"Hi Alana, when you click on the ""Track package"" button it will tell you which company delivered this. ^KK",GENERAL_COMPLAINT
1895552,564995,Order ID 405-5925066-9104362,1895555,We'll not be able to access your account over twitter. Could you please elaborate on your concern? ^KK,ORDER_MANAGEMENT
1990179,267765,Ugh why has my order been preparing for shipment for 3 days? #anxious,1990178,Sorry for the wait! Have we missed the estimated delivery date? ^DD,DELIVERY_TRACKING
1681783,451686,This is third time I'm am sending if you can't solve my problem tel here only that you can't don't kill my time again and again [LINK],1681792,Thanks for confirming that you have shared the details. We'll check this and get back. (1/2)^VG,REFUND_RETURN
1632506,499536,"Cuando compre un movil ponia que me llegava mañana si lo compraba en ese momento, me pone que llegara el miercoles :ll",1632505,(2/2) ¿Cuál es la fecha estimada de entrega que se mostraba al completar el pedido? ^KS,GENERAL_COMPLAINT
2291890,120223,"Thank you &amp; for ur help, truly the best customer services I ever dealt with ..",2291892,"Thank you so much, Mousa! We are always glad to help out! 😁 ^JZ",GENERAL_COMPLAINT
2910315,805697,agora tenho o que fazer nas ferias,2910314,"Olá, Clara. Nossa, você adora ler mesmo, não é? Me diga, qual deles você vai ler primeiro? 😍 ^CR",GENERAL_COMPLAINT
1937578,576392,Who should I contact for help with packages I believe to have been stolen?,1937577,"We'd like to look into this for you. At your earliest convenience, please contact us here: [LINK] - Liz I",DELIVERY_TRACKING
1980602,586290,"package needed for tmrw hasn't arrived even tho courier said it was posted. Rang, woman said she'd send it &amp; email me. No email",1980601,"So sorry for the frustrations, Kimberley! We deliver until 21:00 so let us know if you don't receive it by then! ^AD",DELIVERY_TRACKING
1236286,405389,On connait tous le professionnalisme d' qui m'ont déjà contacté et ont résolu le problème. Bravo! #custexp #service #Amazon,1236285,Je vous remercie pour votre commentaire. Ravie que le souci a été résolu. ^MA,DELIVERY_TRACKING
727316,294230,Order # 403-0259932-7929974. Amazon Agent refusing delivery since 2 days including today. Worst experience !,727317,here: [LINK] We'll be glad to help you with the available options. 2/2 ^MJ,ORDER_MANAGEMENT
324471,193292,Parcel is probably at Local depot and will not now be delivered until Monday. Is this Prime service?? Why pay for a service not delivering,324474,1/2 Have you tried speaking with Royal Mail about this ongoing issue? We can submit your feedback to our delivery team for,DELIVERY_TRACKING
593347,260490,"guys, why is my wait for a replacement for a faulty item as long as you’ve made it? It isn’t my fault that the item is faulty.",593345,I'm so sorry to hear about your replacement! What is the current shipping status on the replacement order? You may check to find that information here: [LINK] ^VF,DELIVERY_TRACKING
2434200,136726,Merci^^,2434201,Je vous en prie :),GENERAL_COMPLAINT
377982,205686,明確ではないですが、出品者の方は多分外国の方だと思われます(T_T) こういう時どんな連絡が適切なんですか？(T_T) Amazonで買い物することがあまりないのでよくわかりません(T_T),377981,日本のAmazonで出品している出品者よりご購入いただいた場合、出品者へは日本語でお問い合わせが可能です。大変お手数ですが、以下ヘルプをご参照いただき、出品者へお問合せいただければと存じます。[LINK] SM,GENERAL_COMPLAINT
2705749,759898,has the worst customer service!! My account- hijacked. E-mail &amp; Password- changed. But I need that info to get the issue resolved? I had items otw. I need answers bc someone is enjoyin tf outta my prime membership. #angryblackwoman,2705748,"We definitely don't want to let you down. We don't have access to your Amazon account via Twitter, but we'd like to help. Please contact us via phone or chat: [LINK] ^KB",GENERAL_COMPLAINT
15700,119452,Hey I need an update on my refund! Can you help?,15699,You may track your refunds using the link: [LINK] Please keep us posted. ^GS,GENERAL_COMPLAINT
2424538,259138,"Thanks for replying, now I know how to see my delivery estimated. I have a other question: do you now when the Garth Brooks The Anthology: The First Five Years will be back in stock? Greetings",2424540,I'm so sorry! We don't have access to product stock information. Keep an eye out on the website for the most up-to-date stock information. ^TK,GENERAL_COMPLAINT
607398,264347,Thank You Got my #Oneplus5T [LINK],607397,WOW! Congratulations. I can see how excited you are. ^KK,GENERAL_COMPLAINT
2159693,634322,do you have the account of Amazon prime video México?,2159692,"Hi there Claudio, it's :) ^JD",PRODUCT_TECHNICAL
1207275,403487,ASIN 1608879763 when can we expect the dispatch of the pre-orders? The book was released yesterday! BTW HBB 🎂,1207273,"Hey Charles, once we've more info, you'll be updated via email. Have you been provided with a delivery date? ^TP",ORDER_MANAGEMENT
174575,156933,"I have tried to email your colleagues, but both &amp; are saying the other is responsible. My UK account clearly says I don't have Prime &amp; the charge on my bank statement says 'Membership [LINK] US' with a USD exchange rate next to it. Please help!",174577,I am sorry to hear this. Since the charge is showing as dollars would suggest that the charge originated on the [LINK] website. Please fill out your details below so my team can investigate this for you:[LINK],GENERAL_COMPLAINT
2570425,458033,"No,rather I had made a request for the return through amazon app.. but they didnt give me any update about the status.",2570427,"Sorry about the trouble with the return. For immediate assistance, you may request a call back or start a chat session. ^HA",GENERAL_COMPLAINT
21079,120614,", as haven’t replied, could you? [LINK]",21076,"Hi, apologies. Carriers should not follow handwritten delivery notes. You can set them on your acc: [LINK] ^JJ",GENERAL_COMPLAINT
2766995,773765,How is this two day shipping amazon?? #amazonprimesucks #sounreliable #twodaysmeans7 [LINK],2766993,"Hello Kasia. I can confirm 2 day delivery option would be from the date the item dispatches. Once you select your address, the system will determine the estimated date based on the location of the item from your address. ^GA",GENERAL_COMPLAINT
1439162,453989,Alright I'll do that right away!,1439163,Great ! Do keep us posted if you have any further issues.^PJ,GENERAL_COMPLAINT
69860,131818,Supuestamente me llegaba ayer porque pague un poco mas para que llegara ayer pero resulta que se ha retrasado y correos que es el transportista dicen que todavia no lo tienen cuando rn amazon ponr q si,69861,"Gracias por la información Alejandro, en este caso lo recomendable es contactar con el Equipo de Servicio al Cliente para mas ayuda por medio del siguiente enlace: [LINK] ^FZ",GENERAL_COMPLAINT
495925,233288,"Is it just me, or has Prime become less than Prime? I can’t remember the last time something actually made it to me in two days.",495923,"Two-Days refers to the time it takes to arrive after it ships. Some items require additional processing time, we'll include that into the date given. Please let us know if we ever miss that date. ^LI",GENERAL_COMPLAINT
2418895,694967,Not able to receive sms OTP for Amazon Pay. Attempted many time. Solution?,2418893,Could you please confirm if you're trying to use Amazon pay balance to place an order or trying to add money to your Amazon pay balance? ^SU,ACCOUNT_SECURITY
2877789,308340,Thanks for quick help. Able to access my account now :),2877790,Glad to know that you're able to access your account now. Do keep us posted for any further concerns. ^KH,PRODUCT_TECHNICAL
2284774,508835,Just had my book delivered by &amp; the delivery man questioned me as to how old I am &amp; whether or not this house is mine. Wtf. Why is it so hard to believe that a 26 year old is on the property ladder?! Rude. Annoyed 😠,2284773,We'd like to take get more information about the delivery. Please contact us here: [LINK] ^LI,ACCOUNT_SECURITY
1758674,529402,Dear #amazon please explain what your definition of guaranteed Is. Cause 5 days late ain't in my definition. #fuckamazon #eatshitanddie,1758673,I'm sorry for the inconvenience! Has the delivery date been updated? Use the link to check: [LINK] ^GL,PRODUCT_TECHNICAL
2676402,426693,"Now one more case reported, item was supposed to be delivered 2day n m still sitting and waiting at office only [LINK]",2676401,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",PRODUCT_TECHNICAL
415093,213982,why I just cancelled my Amazon prime. #SorryNotSorry [LINK],415092,feedback survey following your conversation. This is the best way to let the reps leadership know about the behavior. ^HC (2/2),GENERAL_COMPLAINT
348059,198883,Cannot access site. Dont tell me prblm wid intrnet or brwser as it sumtyms (5%) wrking. U r loosing ur business if not fixed. [LINK],348066,Sorry for the trouble in accessing our website. I've checked and the website seems to be working fine. (1/2) ^KA,GENERAL_COMPLAINT
1689361,500331,Wish 2purchase CCTV In ads U show free delivery +10% Sbicard +amazon but when paying no benefit &amp; Rs100 delivery extra [LINK],1689362,If the product is fulfilled by Amazon and price is more than Rs.499 then the delivery charges will be waved off. (1/2) ^RI,DELIVERY_TRACKING
666201,278711,いつの間にかAMAZON プライム会員になってた、、色々ビデオとか見れてたじゃん。もったいない…,666199,恐れ入ります。ご利用いただけるプライム特典の一覧はこちらです🙏 [LINK] YM [LINK],GENERAL_COMPLAINT
602318,262654,Amazon Prime Now,602316,"Entiendo, ¿has reportado la incidencia con Servicio al Cliente a través de la aplicación? ^KS",PRODUCT_TECHNICAL
2930636,228319,"I ordered, delivered, but I haven’t received it, so what’s the case of the missing order? I think ACP Pradyuman should be summoned to conduct this investigation! कुछ तो गड़बड़ है। #YehKyaHai",2930634,I'm sorry for the inconvenience. I would request you to please report this to our customer service team here: [LINK] and we'll be glad to help you. ^SI,DELIVERY_TRACKING
500862,234636,I have been in contact with one of your team and they have been as unhelpful as everyone else I have spoken to. I need someone to not copy and paste a standard response and give me back my stolen money. Your customer service is terrible. Stop messing me around. Thieves.,500860,Can I ask for you to explain the issue without giving account information so we can assist you further. Thank you ^GA,GENERAL_COMPLAINT
868043,326101,"2orders nt deliverd until now in 2 weeks,show delivered Recuring [LINK] is no more premium but pain",868041,I'm sorry to know this. Did you happen to escalate this to our support team here: [LINK] ^VN,DELIVERY_TRACKING
1483556,464513,It was delievered today. Thanks!,1483558,Glad to know that you have received the product. Please do keep us posted if there is any concern. ^JS,DELIVERY_TRACKING
840860,319629,please get it picked up today else your irresponsible employee will repeat the same thing again,840858,"Apologies, Deep. Request you to drop in your details through the link that was provided earlier so that we can assist you. ^NK",ORDER_MANAGEMENT
772328,304492,Is there a way to not have “AMZL US” deliver my packages? Not delivered or “Transit Delay” constantly.,772326,"I'm sorry about the poor experience you've had, Steven! Is an order late? If so, what's the status?[LINK] ^FR",ORDER_MANAGEMENT
2440294,456617,"The first time I know I was home, second I'm not entirely sure as I'd gone to get lunch sometime after 2 pm and can't remember exactly what time I got back, but there's been someone else here both times. If it was delivered to the main office, they might not have been there.",2440293,Thanks for the info. Has the carrier sent you a message with a revised delivery date? ^TS,GENERAL_COMPLAINT
505772,236019,O rapaz q me atendeu disse q vcs iam abrir uma reclamação para cm eles,505771,"Gabrielle, você já entrou em contato com o nosso SAC? ^NB",GENERAL_COMPLAINT
2107272,621841,Thanq it's my pleasure 🙏😊,2107271,Pleasure is all ours for showing the interest in placing the order with us. ^MN,GENERAL_COMPLAINT
803973,311604,could you tell me if/when you will be selling the Thrustmaster T.Stick HOTAS One flight stick please? And how much in UK?,803972,"We're happy to help! For tips on how to search and browse for items on the website, see here: [LINK] ^CO",GENERAL_COMPLAINT
2573773,124282,"J'ai refait un enregistrement disponible ici : [LINK] Dites moi si vous l'avez entendu cette fois si svp. Oui sous garantie mais je vais pas le renvoyer pour la 3ème fois, c'est possible de négocier avec le vendeur ? merci par avance",2573775,Votre article est vendu par vendeur tiers? L'avez-vous déjà retourné pour la même raison? ^BR,GENERAL_COMPLAINT
1346614,434022,"So, I assume I'll get the credit bonus for not having next day with my #AmazonPrime, ? I chose this item specifically for Prime :( [LINK]",1346613,We're sorry for the delay! Please reach out to us here: [LINK] so we can look into available options. ^ZW,GENERAL_COMPLAINT
1323253,428802,Check your inbox for amazing details which will actually be an eye opener.,1323255,"We have responded to your DM, kindly refer the same for further assistance. ^GD",GENERAL_COMPLAINT
1856365,554003,your agents are not helping and now asking me to self return .that too form an area that is serviceable by courier pickup,1856368,not yet available across all pin codes or with all the sellers listed on our website. Request you to cooperate and ^AK (1/2),GENERAL_COMPLAINT
640681,272017,Comprei meu Kindle!!! Obrigada por não decepcionar nos descontos 🧡🖤,640680,"Oi Karime, ficamos contentes em saber que você conseguiu aproveitar as nossas promoções. Grande abraço! ❤️ ^AZ",GENERAL_COMPLAINT
1031549,364086,My office was closed due to Diwali holidays and I did not receive any this item. Bewildered! Pls revert urgently. [LINK],1031550,I'm sorry to know you haven't received the order. Please connect with our support team here: [LINK] 1/2 ^SH,GENERAL_COMPLAINT
346054,198362,Undersigned not received any mail with reason. I chossed payment option cash on delivery. Is there any logic to cancel the order.,346056,"I'm sorry about the canceled order, we have replied to your DM. ^MJ",GENERAL_COMPLAINT
2170891,636795,Dear I want answers to my outstanding issues by 12 noon gmt tomorrow - someone somewhere has got my stuff - and no more lame excuses about rogue deliveries - #sortitout #amazon #amazonfail,2170888,"I'm so sorry for the inconvenience, Dan! We would like to help resolve this for you. Please reach out to us here: [LINK] ^LA",GENERAL_COMPLAINT
281205,183004,i bought motog5s plus frm ur site and i found some prob bt now ur CSE are not attending my call.,281207,Apologies for the unpleasant experience. Kindly share your details here: [LINK] and I'll contact you. ^GS,GENERAL_COMPLAINT
494971,233037,Merci beaucoup 😀J'ai eu des réponses ! :),494972,Parfait ! Je suis ravie que tout soit rentré dans l’ordre. ^MD,GENERAL_COMPLAINT
182920,158356,Yes I have shared my details on the provided link.,182922,Thanks for confirming. We'll check and get back to you with an update soon. ^NR,GENERAL_COMPLAINT
1489780,466017,"pre ordered a digital copy of cod WW2 in September. Its saying pending verification today, what can I do?",1489778,Hi there- You can find more info on verification here: [LINK] ^NV,GENERAL_COMPLAINT
320073,192275,calls itself 'Earths most customer-centric company' 😐 The service I have rec'd since being hacked on mon has been shocking!,320072,"Hi, sorry to hear that. Have you called us on the number found via this link: [LINK] to report it? ^JJ",GENERAL_COMPLAINT
686773,283977,"There was no option for this at the checkout - it should come as standard, especially when paying that much for an item. Just glad I opted for delivery at work, if I'd had it sent to my home address the surprise would have been ruined!",703833,I am sorry you are frustrated! Here is some information to prevent this in the future. Hope it helps! [LINK] ^DJ,GENERAL_COMPLAINT
2965323,818107,"Trying to transition to Amazon Prime Student, but the URL simply directs me back to the home page. Any help on how to actually do this? [LINK]",2965321,The link should take you to the Prime Student homepage. Try clearing the cache and cookies from your browsers history and re-tapping the link. The Prime Student sign up page can also be found here: [LINK] Let us know if the issue persists! ^SK,GENERAL_COMPLAINT
13167,118703,"Unable to what they promised not gave one plus 5 offer only sale product after they Dont care also not return back,Its hopless😡",13166,Sorry for the inconvenience. Please share your details here: [LINK] and I'll get in touch with you. ^MK,GENERAL_COMPLAINT
1445438,455414,terrible experience with Global Shipping. Pathetic vendor #UPS #i-parcel at #Singapore my courier is lost??!? [LINK],1445436,"I'm so sorry for the delivery trouble, Gaurav! Have you received any updates or a reason for delay from the carrier? ^SD",GENERAL_COMPLAINT
1114313,228133,"just had this email, clearly it's a fake, where should I forward it too? [LINK]",1114311,"Hi Dylan, thanks, please do! [LINK] ^AT",GENERAL_COMPLAINT
95372,136737,I already got to chat with one of your reps. Is there a way for me to get a refund without having to ship the LENS CAPS back to the US? Thanks,95374,I'm glad you've contacted us. What information were we able to provide during our chat? ^RA,GENERAL_COMPLAINT
183056,159050,would I be able to buy Kindle e books using a Canadian card from Canada? It's a gift for someone ?,183055,Kindly refer to the types of payment we accept on our website here: [LINK] ^SG,GENERAL_COMPLAINT
2565649,727886,"Want to buy oneplus 3T,where can i get one,its unavailable on amazon and oneplus store...",2565648,"We will not be able to guarantee the availability of the product, Sairaj. Request you to keep checking our website. ^MK",GENERAL_COMPLAINT
1426085,451300,Amazonプライム会員なった記憶が無いんですけど、先月年間費振り込まれてて何故だろうって考えてました。,1426084,(1/2) 以前ご注文の際に、お急ぎ便などプライム無料体験を利用されたことはございませんか？自動更新設定をオフにしない場合、30日の期間終了後に本会員へ移行します。ご登録時にはメールでご案内しております。[LINK] RI,GENERAL_COMPLAINT
1108215,381547,Das Paket wurde immernoch nicht versendet. Es ist der 08.11. [LINK],1108214,"Oje, das ist ja ärgerlich. Gerne schaut sich das unser Kundenservice an, den du über [LINK] erreichst. ^KM",GENERAL_COMPLAINT
581886,257149,"my order is return due refusing delivery by me. But no one can contact me or come, then how can it happen to refused it. My Order No. Is '403-2992310-0735520'",581884,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^RI",GENERAL_COMPLAINT
117889,142145,Just to confirm I meant in Canada and not the US..,117887,Hey! Our Black Friday sales have already started! Visit us here to see some of our deals: [LINK] I hope this helps! ^TK,GENERAL_COMPLAINT
558507,250485,right out of the box.... [LINK],558506,Wow! We are sorry for your item arriving in this condition. Please allow us to assist you with this in real time. Contact us via phone or email here: [LINK] ^LM,GENERAL_COMPLAINT
2438391,699421,Busque al proveedor y dijo q es de ustedes porque ustedes son quienes lo mandan entonces? A quien le creo?,2438393,"Comprendo. Ya que el producto es vendido por InLife MX pero enviado por Amazon, puedes solicitar información directa a nuestro Soporte al Cliente mediante el siguiente enlace: [LINK] Saludos, ^DB",GENERAL_COMPLAINT
1091661,377582,"Why does ""standard shipping"" (3-7 days) is expected to arrive on the 23rd when I ordered on the 4th?",1091660,Shipping speed refers to the time in transit and doesn't include processing time. Learn more here: [LINK] ^KB,GENERAL_COMPLAINT
336131,196186,"Austauschgerät kam, wurde installiert und lief. Seit 2 Tagen streikt aber die Netflix App. Was ist da denn los?",336133,"Hast du schon versucht, alle Geräte inkl. Router für mind. 30 Sekunden vom Strom zu nehmen und erneut zu verbinden? ^SI",GENERAL_COMPLAINT
2513919,163184,Disappointing Amazon Echo purchase experience. Bunch of misleading customer care executives and broken policies. Pls help Jeff !! [LINK],2513917,&amp; I'll reach out to you with an update at the earliest. 2/2 ^EM,GENERAL_COMPLAINT
8532,117498,The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver [LINK],8534,It would be best to contact us directly here: [LINK] and we can look into this further then. ^PK,GENERAL_COMPLAINT
318169,191919,This link does not help. I had ordered from Amazon US and this link does not seem to cover what I had ordered,318167,Kindly confirm if you've connected with our Amazon Global store support team via the above link? ^SG,GENERAL_COMPLAINT
2808985,499700,where is my order!,2808984,"Apologies, if there has been a delay or any inconvenience. Has this been reported to our support team yet? You may connect with the support team from here [LINK] they would and help. ^KK",GENERAL_COMPLAINT
465793,225825,Ordered a Mötley Crüe vinyl and Amazon sends me TYLER THE FUCKING CREATOR?!?! Not even close. Won't be here in time. Day ruined,465792,Thanks for reaching out. I'm so sorry for the trouble. You can learn about the items you did not order here: [LINK] ^LH,GENERAL_COMPLAINT
