customer_tweet_id,customer_id,customer_text,response_tweet_id,brand_response
425144,150894,£179 amazon. Is it can you just give me a number to call please!,425143,We will be happy to look into this. Use this link: [LINK] then choose any issue and a customer service number will be provided ^CH
1461587,162533,keep ur focus just to reaolve the issue &amp; u hv all the details of my acc &amp; order.Why u need another form fill Govt bank h kya?,1461590,"I'm sorry for the experience, Pradeep. This being a public platform, we wouldn't be able to check your details here. (1/2)^SV"
861217,190745,Oneplus 5T Not good Mobile phone Nahi Lena mobile phone oneplus 5T Call me 9723269852,861219,"Please don't provide your mobile number, we consider it to be personal information. Our page is visible to the public. (2/2) ^SY"
437341,218628,Still no one has got in touch about the complaint. Please let me know what happens guys. I was to receive the phone on Monday?,437343,We've sent an email correspondence to your registered account. Please refer the same. ^HK
1357196,436426,"Hallo wir müssen reden, NUR 6 Folgen ? Bitte sagt mir das es morgen 6 neue gibt, ich bin schwer süchtig 😱",1357197,"Hi, da sind wir wieder. Du musst jetzt ganz stark sein, Staffel 1 bleibt bei 6 Folgen. 😰 Ich hoffe, du nimmst es gut auf. ^SI"
2417627,694746,Now I have only way to fight for justice against you in court.,2417629,We're sorry you feel that way. Could you kindly elaborate on the issue so that we assist you better? ^PB
1478818,463404,#Amazon champion du monde du colis non livré et c'est au client de payer les frais de transports . le transport c pas votre metier [LINK],1478816,"Bonjour, je suis désolé pour cela. Est-ce que votre dossier a été pris en charge par un de nos agents pour faire un suivi ? ^ARC"
1260598,193850,"Dialed again .. RNR... I already connected with Dhiraj from Leadership team, He is useless.",1260599,Please share your details from the link provided by 'SH' and we will assist accordingly. ^HR
1341635,432929,Any particular reason why you continue to use ONTRAC? Happens every time. Completely unreliable and useless. Yet you keep using. [LINK],1341634,"Sorry for the delay, Daniel! We don't expect this! You can leave direct carrier feedback here: [LINK] ^AB"
1453778,457377,"hi, amazon wont accept my zip code when i try to enter it? im australian",1453777,"I'm sorry for the trouble! To clarify, what website are you ordering from? For example, com, .co.uk, etc. ^KN"
122725,143382,"I am looking for answers for non delivery of my product and also pathetic customer relationship attitude of Amazon inspire of shopping so much.I had booked item on 10 Nov it was to be delivered on 17th but till date no delivery,have spnk to Amazon assistance,most sweet spkg guys",122723,I'm sorry that you haven't received the product yet. Kindly share your details here: [LINK] and we'll look into the issue for you. ^GD
204914,164537,"Yes. Tracking stops yesterday, package due today. Guaranteed delivery date.",204912,"Typically, late orders arrive the next business day. If yours doesn't give us a call: [LINK] ^EP"
1366303,438059,Siiii!!!! 🤗🤗🤗,1366305,"¡Maravilloso, que lo disfrutes!❤️☕️ ^JD"
365241,202516,Waited for more than 15 days .. can't wait any further.. need a final solution today . That's all,365242,We've sent a correspondence to your registered email ID here: [LINK] Kindly check. ^PS
1054102,290388,heck i didnt even change a preorder and it still isnt making release day delivery. Explain that,1054106,"Just to clarify, did you select release-date delivery at checkout? Let us know! ^KJ"
793939,309302,Sir Wish you a #HappyDiwali surprised to see no #Diwali deals on Amazon today and tomorrow??,793941,we had pre-Diwali sales all these days so that we could deliver em! by Diwali to our customers. (1/2) ^VM
21534,120700,my one rufund is pending since last two months order id is - # 404-1737173-1054737.every time I've been asked to wait .,21533,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^RI"
1211920,404458,「明日色ワールドエンド」という明後日発売のアルバムなんですがまだ、準備が出来ていないのでしょうか…？ 他のサイトからは既に発送準備もされています… 明後日ってかなり発売日と近いと思うんですが…,1211922,お支払い番号は、お客様の在庫が確保された時点で発行となります。誠に恐れ入りますが、ご案内している「お届け予定日」を目安に発行をお待ちくださいませ。TN
436251,218622,Das Problem ist ich komme da nicht hin... Und den ihr online kack zum neu zustellen ect klappt alles irgendwie nicht,436253,Wieso kommst du über den Link nicht zu unserem Kundenservice? ^MS
431134,217515,"Placed a pantry order on9th wth guarantee delivery! 2 shipments recvd , 3rd isn't delivered tracking no 937111651640",431132,"That's strange, Muzzammil. Please report this to our support team here: [LINK] and we will assist you. ^NK"
797528,310141,Okz so amazon deliver after 8:30 pm (night) as well 9:55pm now let’s see,797529,Apologies. We'd like to check this for you. Please drop in the details here : [LINK] ^RI
721262,292653,En el pedido pone vendido por Fair&amp;Pure.,721264,2/2 Soporte al Cliente entrará en contacto contigo por teléfono. ^DA
425439,216204,What the fuck you guys are doing why the delivery date showing me like this [LINK],425440,here: [LINK] Kindly check and revert. (2/2) ^ST
865700,322303,I was just given 3.6% casback instead of 15%,865702,Sorry for the hassle. Please report this to our support team here: [LINK] and we'll check this. ^HN
898183,333293,13時ごろに再送されまして、無事に商品が届きました。お騒がせしてすみませんでした。,898185,無事に商品が届いた旨をお知らせいただきまして、ありがとうございます。この度はご不便をおかけし、申し訳ございませんでした。ET
1166778,394448,Why is my amazon stick not loading the home screen 🙄,1166777,I'm sorry for the issue with your device. Have you tried the steps listed here: [LINK] ^JA
28915,122366,This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these,28917,"I get you being upset, Pardeep. However, please know that the account specailst team is the best to handle this. 1/2^MS"
1661937,506848,Got any details of the delivery?,1661940,We're working on it Jairam. We'll get back to you with an update soon. ^NR
2547027,723870,Taylor Swift Reputation ***MP3***album. This is the response I got. *laughs* [LINK],2547026,"Hi Shana, is there anything we can help you with today? ^PJ"
2410480,693042,Order#4__credit_card__ is not getting delivered even after reaching the nearby location. Courier partner have major glitch displaying the status of delivery as mentioned by their representative kindly follow up. #AmazonInHelp [LINK],2410479,"Orders are delivered according to their estimated delivery date. Could you please let us know if we've missed it? Also, Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM"
197586,162488,But i cannot login in my account it says that my account is blocked/locked,197588,to your registered email account for further assistance. Appreciate your understanding. 2/2 ^MJ
581160,256944,.com i just wanna buy some ds games PLEAAAASEEE,581159,"Hi there! I'm sorry that you've had some issues logging in. If you aren't able to login, even after changing your password, please reach out to us via phone or chat for further assistance: [LINK] ^SP"
1200956,402192,Surprised you don't value your customers. Not even got in touch. I'm going to pursue this on social media big time now.,1200955,You should've received and email correspondence from us here: [LINK] please refer. ^AG
136826,142554,"Howdy! I have a TV with Amazon video app. Quality frequently drops when watching, but this doesn't happen with any other streaming service app on it. Any ideas on how to resolve? Not a bandwidth issue on this side, Amazon Video works well on PS3.",136825,I'm sorry for the trouble. Have you tried to delete the app and reinstall it? ^CO
2613164,475249,"Si, tengo uno de una cosa que pedimos para un familiar, ponga fecha de entrega garantizada para hoy y ahora entro y veo que llegara entre hoy y el dia 20",2613161,Comprendo. ¿Ya has contactado con el transportista para verificar la fecha de entrega o si está en reparto? ^DB
1894059,564622,Amazonから！！！！ 荷物が！！！！ 届かないの！！！！！！！,1894058,Amazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。[LINK] 出品者が発送する商品の場合は、出品者にお問い合わせください。[LINK] TN
1124988,385270,"Gosto muito do Thor, mais meu super-herói favorito é o Constantine. (Aliás estou carente de um filme ou uma série). E falando do filme da Liga, Meu Deus aquilo esta incrível.",1124989,Sem dúvida! Eu acho que vai ter outra Liga da Justiça no ano que vem! Eu adicionaria outros super-heróis! Ficaria magnífico. Você concorda comigo? ^JJ [LINK]
2262996,658814,can I buy a gift card or voucher that can be used from another European country?,2262995,"Thanks for reaching out, Anca! We're here to help. Could you let us know which marketplace (Amazon.de, Amazon.fr, etc) you plan to use the gift card on? Thank you! ^FD"
218983,168214,"Ok my package was supposed to arrive today at 8pm it’s almost 10 and still nothing, what can I do?",218981,I'm sorry for the delay. Orders like this typically arrive by next business day. Let us know if it doesn't show up by tomorrow. ^CL
2266911,659796,Yes I have received the details. If not then lease get my contact number for OK m ur data base and call me...,2266912,"If you've shared the details in the secured link provided above, we'll get back to you soon. ^SU"
343741,516553,No momento estou estudando q não tá fácil pra ninguém.😪 [LINK],1704081,"Olá! Vamos continuar nos esforçando, boa sorte nos seus estudos! :D ^CR"
2903525,167460,It won’t. I got a text message stating it would be delayed.,2903527,I'm sorry for the frustration! Did the notification provide a new delivery estimate? You can also check here: [LINK] ^TN
2462156,704885,"It did update and now shows it’s still out for delivery today (15th). I included photos so you can see the messages from Sunday, Monday, Tuesday, and now. [LINK]",2462157,Sorry to hear that. Get in touch here: [LINK] and we'll be happy to help. ^RS
2871507,797312,it’s supposed to arrive by 8 but it’s over an hour away from where I live,2871509,Please let us know if your order doesn't make it to you by 8 pm. ^FJ
91475,135827,"i ordered it monday, got 2 day shipping and was supposed to get it wednesday, the expected delivery time was friday (today) and now its december 5th LOL",91477,I'm so sorry for any trouble! Please do keep us up to date on the status of the package! ^BL
2139188,629140,"Bonjour , ma commande n'est toujours pas arrivée et le suivi de colis ne se mets pas à jour depuis 1 semaine, un souci?",2139187,"Bonjour, je suis navrée pour cela, quel est le transporteur qui a pris en charge la livraison ? ^ASZ"
2290149,460458,"ur deliver agents r cheats &amp; liars and Call centre unhelpful chatbots . Shame on u , order no 404-4113388-7361957 still undelivered .",2290148,"I’m sorry about the delay in delivery. I’d like to assist you, please fill this form: [LINK] and I’ll contact you at the earliest ^RW"
439271,219324,"requested a cancltion but have received d pakg as it was left with my neighbr, plz disregard the req. Order #402-5744154-3212325",439270,I’d like to understand this better. Please fill this form: [LINK] and I’ll contact you at the earliest ^RW
1871750,558957,アマゾンって買ってから何日までに支払いすればセーフ？もう3日経ってるけど大丈夫かな,1871749,コンビニ・ATM・ネットバンキング・電子マネー払いのお支払い期限は、お支払い番号の発行日を含めて6日です。お支払い番号をお知らせしたＥメールや注文履歴にも期限が記載してありますので、ご確認ください。 RI
2678064,753643,"Hi, I only started the trial yesterday and I have already cancelled, but my bank shows Amazon Prime as a pending authorization transaction for £79.99. Will this be held until my trial is over or can I get that money back?",2678066,"Hey, Scott! We'd like to look into this for you to see if a refund is being processed. Do you mind using the following link to get in touch with us? [LINK] ^DY"
2105733,621520,Misleading customers.. Statement says customers who load money 1st time in the offer period. Now they are denying. (M) 9996491644 [LINK],2105732,We'd like to understand this better. Write to us here: [LINK] and we'll get in touch with you soon. ^MO
450791,221881,Is this the way you treat the customers will never buy from Amazon y u don't provide sellers contact details they have taken the money n didn't deliver the order as well,450790,"I’m extremely sorry about this experience, Minakshi. I'd like to take a closer look into this. Please share your details here: [LINK] and I'll get in touch with you. ^MK"
246992,174675,Cuando llegará la actualización para que poder ver a través del Chromecast?,246991,"Donnovan, en el momento no contamos con esta información, puedes estar pendiente de nuestra página web para más novedades. ^DA"
2668755,148243,That I should wait for my orders basically. I got a refund back for 2 of the orders (a different order) but never really got a proper answer for the ones that are still outstanding,2668757,Hi Mieke. Can you contact us directly for an update on this via the below link: [LINK] Thank you. ^NV
1493286,466768,wondering where my cod is checked the tracking but still isn’t showing as out for delivery ????,1493284,"Hi, sorry to hear that. What's the estimated delivery date on your order: [LINK] ^JJ"
686720,191216,For each order needs escalation to deliver order on time. This is just Pathetic. Really thinking to give um Prime and switch to counter part😡,686722,"We've responded to your DM, please check. ^KA"
827923,317227,reason my 2 day shipping with prime has become “3-5” on the norm? Is it normal practice for reps to ask if I can buy locally?,827924,"(2/2) days in transit once shipped, &amp; doesn't include processing time. Further explained here: [LINK] ^MV"
850129,321988,Had issue with return process of my order Track id: 69957456660 it has been scheduled from 10 to 12 to 13 by ur customer support,850130,"Apologies, Ayush. Request you to share the related details here: [LINK] and we'll look into it. [1/2]^SK"
549433,247938,I shared so many screenshots. Surely you can open and see the DSR for seller 264 yourself?,549434,"We would like to check with orders you have faced problem with, write to us here: [LINK] &amp; we'll connect with you to make things right. ^MJ"
2466084,705687,just spoke to u guys about a wireless harper catching fire I was told the product was removed from sale but its still showing,2466082,"Our team would definitely like to check on this. Could you link us to the product in question, or tell us its name? ^LB"
1609996,494258,"Segnalato più volte, mi hanno detto che mi faranno sapere ma da venerdì sera ancora nulla.",1609997,La tracciabilità del pacco è aggiornata? Hai verificato se la consegna risulta prevista per lunedì? ^MZ
570132,253824,I'd just like to take a second to thank every single worker and worker working so hard this holiday season. Thank you for delivering joy to our homes and families.,570130,Thank you! We appreciate you and we're happy we can help this holiday season!❤️ ^AG
868674,326260,"Die Punkte wurden für das Produkt verwendet, um den Preis davon zu senken. Bei Aktualisierung der Zahldaten war der Rabatt weg.",868675,"Der Kundenservice sieht sich das gern mal an: [LINK] Wenn das nicht hilft, melde dich bei der Landesbank. ^BL"
376605,205334,"Fue hoy por la tarde, pero ayer lo intente con otra cuenta y otra tarjeta pero pasó lo mismo. Solo que ayer no recibí ningún correo.",376606,Te recomendamos esperar a que el tiempo estimado de revisión haya transcurrido. Mantennos al tanto. ^JQ
2280463,662925,Yes i have now reset my password will keep an eye on it and make sure no more prime membership emails are sent,2280464,Thank you for letting us know! Please keep us updated if you need any more assistance. ^LR
50767,127389,#TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? [LINK],50765,"Bonsoir, je suis désolée pour cela. Avez-vous passé votre commande sur Amazon.fr ? ^SB"
1122802,384809,"Where is my parcel (Tracking ID: AW236399086IN). Delivery date passed, can't track after 19OCT. Poor service.",1122803,Sorry about the delay in updating the tracking info. Kindly get in touch with us here: [LINK] and we’ll be 1/2
50789,127397,I have called and emailed....no response in 4 days! #AmazonEcho dot is a Rs 3000 paperweight for me right now! Please help!,50791,"Apologies for the experience, Avinash. Please share your details here: [LINK] I'll reach &amp; assist. ^SV"
2283983,618312,When you pay for Prime but things still get delayed. Harumph. Not like it was a medical order... Oh wait.,2283981,I'm sorry for the poor experience! Do you have a current order that is late/delayed that we can help you with? ^ZW
884876,329902,It’s delayed,884878,Which carrier is assigned for delivery? Does the tracking information on their website give any insight to the delay? ^MV
120235,142691,ありがとうございます！！,120237,どうぞお楽しみください🎶 EK
2672315,444190,despite telling several times that he cud I have recd the item when our house was locked keeps insisting that the dlvry was done,2672313,Please fill in your details using the link: [LINK] and I'll get in touch with you soon. ^AK (2/2)
1261137,415442,"Hi, my order was supposed to arrive the 24 but it hasn't, and it keep saying it will arrive the 24. What can I do?",1261135,"Hello Juan, for better assistance, can you please let us know which site you order from [LINK] etc.? ^LM"
2435001,267768,"es lag ein Zettel drinnen, dass die Sendung bei einem Nachbarn lag. Alles gut, aber danke der Nachfrage 😃",2435000,Super! Danke für das Update und noch einen schönen Sonntag. ^MI
1447174,455808,My order did not turn up and told delivery failed,1447172,I'm very sorry for this experience. Was this order shipped and sold by Amazon or a Marketplace seller? ^DO
1596982,490601,んなことはどうでもいい！！はやくOne More Timeおくってえええええええええええええええええええええ,1596981,Amazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。[LINK] 出品者が発送する商品の場合は、出品者にお問い合わせください。[LINK] TN
2857276,794122,It's should be deliver by the end of the day,2857277,Sorry about this experience. Please report this to our support team here: [LINK] and we'll look into this. ^MK
926694,199062,"Contacted. Seems to be a bug in latest app version. Not showing subtitles in downloaded ones, but shows in the streaming ones for same video",926696,Could you please confirm the device that you're using to access prime video. ^MP
2424513,144978,winner name please. Or just another fame quiz [LINK],2424512,The winners would be declared soon. Kindly stay tuned for all the updates or visit amazon.in. ^KK
1160658,393066,"Hola, ¿es normal que me venga un pedido de Hong Kong, y venga con remitente de Madrid, en vez del de HK?",1160656,"Hola, nos comentarías, ¿tu pedido presenta algún problema? ^HC"
74592,132443,"Many thanks for the generic automated correspondence. After paying more than Rs.14,000 and receiving a box of trash, I would have expected bit more support that just asking me to wait longer.",74609,I do understand the response you received is not up to your expectation. Kindly request you to respond to the correspondence you have received. We'll assist you further. ^JS
2366357,683100,Got my Echo Dot. Its amazing. My kid is so happy about its capabilities in educative and research.,2366356,I'm glad to hear that your kid liked the product. :) ^MK
1829398,548979,The last two orders from Amazon have been late. Do they need more driver?,1829397,I'm sorry to hear about these delays. Has the tracking updated and is the carrier the same: [LINK] ^RR
1108319,381566,"USPS, help me",1108321,I'm sorry for troubles with the delivery! Have you tried these tips listed to look for your package: [LINK] ^TG
879276,158410,please check they told me last 8th returng mony nt get yet and after that what they are cometting to resolve but not rtrng mny bk [LINK],879274,Apologies for the ordeal Jay. Please share your details here: [LINK] and I'll get back to you. ^HN
616962,169191,"Today got the delivery of the book, but just see how the packaging was!! #BadCustomerService what do you think about the customers, beggar?? [LINK]",616963,"I'm sorry for the packaging. You can provide packaging feedback here: [LINK] If the book has also been damaged, please return it using this link: [LINK] ^SH"
1234702,193267,finde nicht gar nicht toll das Ihr meine #Email an #Dritte weiterleitet ohne das man einwilligt &amp; keine Entschuldigung,1234700,Wir nehmen die Sicherheit und die Privatsphäre unserer Kunden sehr ernst. Was genau ist denn passiert? Gruß ^SI
409325,152461,"I've checked, I've got it, but like I ssid it's not about the money, it was about the experience.",409326,I understand. I'm sorry you've had this poor experience. You can provide feedback by completing the survey you received. ^AL
867353,325951,"This was my first step. I'm just tired of it. I'd like the option to choose carriers. I'm sure this isn't UPS nationally, but here it's bad.",867355,"We'd love to document your feedback. When you have a moment, reach us via phone or chat here: [LINK] ^JS"
200015,163186,J'ai recu un message comme quoi le numéro de carte n'était pas valide mais je l'ai remit et c'est bon et je le reçoit samedi merci pour votr,200014,Merci à vous :) . ^BR
2701985,758972,"I took yet another day off work and again I've no mattress again for my child. I have had to borrow one from a neighbour and amazon telling me again that it'll be here tomrrow, again, ""guaranteed"". All while customer services answer was to just keep rearranging and offer £5 comp",2701983,"I can understand your disappointment over the missed promises. This is certainly not the experience we wish for you to have. Please let us know if your mattress doesn't arrive tomorrow. We're here for you, Ross. ^FD"
1285525,420700,ICH WILL MEINEN MARIO DOWNLOAD CODE aaaaahhhh,1285524,Noch ist nicht der 27.10. ;) Da musst du noch ein bisschen Geduld haben. ^AV
388466,207926,Now you want 2 day more .,388469,"I'm sorry this is taking longer than usual. However, I'd request you to allow us the requested time, we'll get back to you. ^AP"
218899,167107,It means it is fake,218900,"As informed earlier, the offer is not genuine. Kindly refer to Amazon.in for genuine promotions. ^GK"
366896,195599,I HV added the products to my cart went for checkout BT few products hv dlvry address issue I went bk removd them bt its nt wkng,366897,I'm sorry to hear about ordering issues. Kindly report this here: [LINK] Our team will look into this. ^VN
230200,170841,届いたー！！ 現代語から引けるから大変便利！ずっと眺めていたくなる…✨ 高校時代にこの辞典があったらもっと古文楽しかったと思う…,230199,Amazonのご利用、ありがとうございました～😊 HM
2119245,463404,"#Amazon, prime depuis 3 ans 10 commandes par mois mais pour obtenir le remboursement d'un colis jamais livré et qu'amazon n'arrive même pas à se faire retourner par TNT c'est 5 appels 3 twitt 8 jours pour enfin avoir un mec qui gère le truc.",2119246,Je suis désolée par rapprot à cette mauvaise expérience😓sachez que c'est grâce à vos remontées que nos services s'améliorent.^FT
1635218,340677,Sinon j'aime bien Prime,1635217,S’il vous plaît contactez-nous ici: [LINK] 2/2 ^BR
440999,219630,I have filled out the form.,441000,"Thanks for sharing your details, we'll work on it and get back to you at the earliest. ^HN"
456569,223422,"Thank you, already sent email and waiting for a reply there. Apologizes for the persistence as we absolutely needed this today. I'll continue the discussion in the email once they reply.",456571,Thanks for the update! Let us know if there's anything else we can do to help. ^SE
2887398,800702,thanks for ruining cyber monday week deals by turning your site into a harder to follow verssion of a w00toff.,2887397,I'm so sorry for your experience! I'd like to help! What issues were you having with the site? ^VF
144078,148576,はい、予定日が11日から18日の間でしたが商品届かず20日出品者に連絡した所日本の税関で止まってしまっているのでは？との回答で後3日程お待ちして下さいと返信が来ましたが今だに届く気配もありません。,144077,さようでございましたか、失礼いたしました。お手数ではございますが、再度出品者にご連絡いただき、問題が解決しない場合は、前回ご案内さしあげたように、保証の申請もご検討ください。 RI
2226717,172574,"really enjoying the 'Group' support for music, but it would seem odd to me that speakers can only be in one group at a time. Surely most users would want to have an 'upstairs' AND and 'everywhere', for example.",2226714,Have you just got the one echo David? [LINK] ^KM
